ID,family,marriage,child's forname(s),child's surname,birth day,birth month,birth year,address,sex,father's forename,father's surname,father's occupation,mother's forename,mother's maiden surname,mother's occupation,day of parents' marriage,month of parents' marriage,year of parents' marriage,place of parent's marriage,illegit,notes,Death,CHILD_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,DEATH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,MARRIAGE_RECORD_IDENTITY2,MARRIAGE_RECORD_IDENTITY3,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,MARRIAGE_RECORD_IDENTITY6,MARRIAGE_RECORD_IDENTITY7,MARRIAGE_RECORD_IDENTITY8,IMMIGRANT_GENERATION
481,110,110,Rhys,Mullen,10,FEBRUARY,1800,"1 Gearra Mor, Na h-Eileanan Siar",M,Ryan,Mullen,GROCER'S ASSISTANT,Chloe,Mccann,DOMESTIC,2,OCTOBER,1795,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,481,481,330,325,481,110,325,330,140,,,,,,,,NA
487,114,114,Joshua,Cruickshanks,7,APRIL,1801,"1 Hamilton Terrace, Croc, North Ayrshire",M,Benjamin,Cruickshanks,IRON MINER,Tallulah,Mcbain,DOMESTIC SERV,18,NOVEMBER,1798,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,487,487,374,367,487,114,367,374,157,163,,,,,,,NA
489,116,116,Luke,Drake,19,MARCH,1801,"1 Loch Street, Pulteneytown, Wick",M,Cory,Drake,COAL MINER,Anisa,Mcbain,SCHOLAR,9,MARCH,1801,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,489,489,386,361,489,116,361,386,144,,,,,,,,NA
491,118,118,William,Cruickshanks,2,NOVEMBER,1801,"4 Pilot Place, Broadhaven, Caithness",M,Aaron,Cruickshanks,SCHOLAR,Katharine,Kidd,SCHOLAR,12,MARCH,1800,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,491,491,390,387,491,118,387,390,151,,,,,,,,NA
505,109,109,Joseph,Perrie,28,NOVEMBER,1803,"1 Seaforth Avenue, Pulteneytown, Wick",M,Samuel,Perrie,COAL MINER,Stacey,Black,TEACHER OF MUSIC,7,MAY,1792,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,505,505,342,321,505,109,321,342,161,,,,,,,,NA
507,122,122,Dale,Perrie,2,SEPTEMBER,1803,"573 Rathad an Duin, Na h-Eileanan Siar",M,Suhel,Perrie,COTTON WEAVER,Emma,Anderson,GENERAL SERV,12,DECEMBER,1799,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,507,507,356,353,507,122,353,356,173,,,,,,,,NA
509,101,101,Matthew,Jones,13,JANUARY,1804,"1 Hill Avenue, Pulteneytown, Wick",M,Rhys,Jones,LABROUR,Alexandra,Drake,DRESSMAKER,21,APRIL,1789,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,509,509,326,311,509,101,311,326,167,,,,,,,,NA
511,91,91,Reuben,Anderson,16,JUNE,1805,"2 Hillside Terrace, Croc, North Ayrshire",M,Lewis,Anderson,GARDENER 8 ACRES EMPLOYING 1 MAN,Holly,Strang,,17,FEBRUARY,1784,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,511,511,306,273,511,91,273,306,178,,,,,,,,NA
513,112,112,Aaron,Black,13,MARCH,1805,"1 Station Road, Pulteneytown, Wick",M,Aaron,Black,PIT LAB I,Sarah,Mcbain,,5,JANUARY,1798,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,513,513,362,365,513,112,365,362,166,,,,,,,,NA
515,124,124,Jordan,Anderson,28,DECEMBER,1805,"1 Carseview, Hillpark, Bannockburn",M,Jacob,Anderson,SCHOLAR,Iman,Black,BOOK FOLDER,10,MARCH,1803,"Hillpark Bannockburn ",,SYNTHETIC DATA PRODUCED USING VALIPOP,515,515,372,403,515,124,403,372,150,,,,,,,,NA
517,101,101,Sam,Jones,14,APRIL,1806,"1 Hill Avenue, Pulteneytown, Wick",M,Rhys,Jones,LABROUR,Alexandra,Drake,DRESSMAKER,21,APRIL,1789,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,517,517,326,311,517,101,311,326,159,,,,,,,,NA
519,113,113,George,Drake,10,MAY,1806,"35 Station Road, Drumardoch Farm, Callander",M,Robert,Drake,SEAMAN,Sarah,Cruickshanks,HOUSEHOLD SERV,7,MAY,1800,"Drumardoch Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,519,519,354,391,519,113,391,354,148,,,,,,,,NA
521,112,112,Charlie,Black,24,JUNE,1806,"1 Station Road, Pulteneytown, Wick",M,Aaron,Black,PIT LAB I,Sarah,Mcbain,,5,JANUARY,1798,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,521,521,362,365,521,112,365,362,152,,,,,,,,NA
541,126,126,Patrick,Cruickshanks,9,FEBRUARY,1809,"1 North Street, Belhaven, East Lothian",M,Leighton,Cruickshanks,QUAY LABOURER,Roanne,Anderson,,1,APRIL,1802,"Belhaven East Lothian",,SYNTHETIC DATA PRODUCED USING VALIPOP,541,541,394,383,541,126,383,394,164,,,,,,,,NA
551,132,132,Benjamin,Grant,4,APRIL,1811,"1 East Forth Street, Cellardyke, Fife",M,Callum,Grant,,Grace,Drake,,31,MARCH,1811,"Cellardyke Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,551,551,376,451,551,132,451,376,162,,,,,,,,NA
553,133,133,Jason,Cruickshanks,31,JULY,1811,"1 Latch Road, Belhaven, Dunbar",M,Jake,Cruickshanks,TILE MAKER,Ellen,Anderson,FARMER DAUR,22,JULY,1809,"Belhaven Dunbar ",,SYNTHETIC DATA PRODUCED USING VALIPOP,553,553,428,425,553,133,425,428,175,,,,,,,,NA
557,136,136,Christopher,Mcbain,19,APRIL,1812,"1 Pilot Row, Broadhaven, Caithness",M,Michael,Mcbain,RAILWAY LABROUR,Charley,Black,DOMESTIC SERV,13,JUNE,1809,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,557,557,424,405,557,136,405,424,182,,,,,,,,NA
559,112,112,Nigel,Black,17,OCTOBER,1813,"1 Station Road, Pulteneytown, Wick",M,Aaron,Black,AG LABOURER,Sarah,Mcbain,,5,JANUARY,1798,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,559,559,362,365,559,112,365,362,,,,,,,,,NA
561,127,127,Jack,Mcbain,27,APRIL,1813,"1 Glencraig Place, Croc, North Ayrshire",M,Ashley,Mcbain,TINSMITH,Isabelle,Drake,STUDENT IN NORMAL SEMINARY BAKER (EMPLOYING 1 MAN & 2 BOY),9,DECEMBER,1805,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,561,561,400,351,561,127,351,400,180,,,,,,,,NA
567,109,109,William,Perrie,15,NOVEMBER,1815,"1 Seaforth Avenue, Pulteneytown, Wick",M,Samuel,Perrie,BOOT MAKER,Stacey,Black,,7,MAY,1792,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,567,567,342,321,567,109,321,342,185,,,,,,,,NA
569,132,132,Ryan,Grant,17,OCTOBER,1815,"1 East Forth Street, Cellardyke, Fife",M,Callum,Grant,,Grace,Drake,,31,MARCH,1811,"Cellardyke Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,569,569,376,451,569,132,451,376,171,,,,,,,,NA
571,126,126,John,Cruickshanks,8,APRIL,1815,"1 North Street, Belhaven, East Lothian",M,Leighton,Cruickshanks,SHEPHERD,Roanne,Anderson,,1,APRIL,1802,"Belhaven East Lothian",,SYNTHETIC DATA PRODUCED USING VALIPOP,571,571,394,383,571,126,383,394,174,,,,,,,,NA
573,138,138,Conor,Cruickshanks,2,AUGUST,1815,"1 Kethers Street, Braedale, North Lanarkshire",M,Jake,Cruickshanks,TILE MAKER,Mia,Drake,DOMESTIC SERVANT,2,SEPTEMBER,1816,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,573,573,412,425,573,138,425,412,198,,,,,,,,NA
575,135,135,Luke,Jones,9,DECEMBER,1815,"568 Rathad an Duin, Na h-Eileanan Siar",M,Oluwatobi,Jones,SHOEMAKER,Alexandra,Perrie,DOMESTIC SERVT,6,OCTOBER,1809,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,575,575,426,423,575,135,423,426,194,203,,,,,,,NA
585,141,,Luke,Cruickshanks,2,SEPTEMBER,1817,,M,William,Cruickshanks,SCHOLAR,Roanne,Anderson,,,,,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,585,585,394,491,585,,491,394,179,,,,,,,,NA
587,137,137,Luis,Powell,30,DECEMBER,1817,"1 Milfield Gardens, Scaurs, Jedburgh",M,Patrick,Powell,FARMER OF 25 ACRES,Jessica,Anderson,DOMESTIC SERVANT,15,FEBRUARY,1813,"Scaurs Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,587,587,414,191,587,137,191,414,170,187,189,,,,,,NA
589,138,138,Marley,Cruickshanks,24,SEPTEMBER,1817,"1 Kethers Street, Braedale, North Lanarkshire",M,Jake,Cruickshanks,TILE MAKER,Mia,Drake,DOMESTIC SERVANT,2,SEPTEMBER,1816,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,589,589,412,425,589,138,425,412,192,,,,,,,,NA
591,109,109,Callum,Perrie,24,APRIL,1818,"1 Seaforth Avenue, Pulteneytown, Wick",M,Samuel,Perrie,BOOT MAKER,Stacey,Black,,7,MAY,1792,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,591,591,342,321,591,109,321,342,201,,,,,,,,NA
593,142,142,Michael,Cruickshanks,7,OCTOBER,1818,"1 Castle Road, Genoch Farm, South Ayrshire",M,Logan,Cruickshanks,BOTTLER,Nichola,Cruickshanks,,28,NOVEMBER,1818,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,593,593,406,427,593,142,427,406,190,,,,,,,,NA
595,135,135,Callum,Jones,7,FEBRUARY,1818,"568 Rathad an Duin, Na h-Eileanan Siar",M,Oluwatobi,Jones,SHOEMAKER,Alexandra,Perrie,DOMESTIC SERVT,6,OCTOBER,1809,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,595,595,426,423,595,135,423,426,184,193,,,,,,,NA
597,143,143,Edward,Mcbain,14,APRIL,1818,"574 Rathad an Duin, Na h-Eileanan Siar",M,Michael,Mcbain,PASTRY BAKER,Abigail,Jones,AG LAB,11,SEPTEMBER,1820,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,597,597,458,405,597,143,405,458,186,,,,,,,,NA
609,132,132,Josh,Grant,3,OCTOBER,1821,"1 East Forth Street, Cellardyke, Fife",M,Callum,Grant,CLOTH LAPPER,Grace,Drake,GENERAL SERV,31,MARCH,1811,"Cellardyke Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,609,609,376,451,609,132,451,376,200,,,,,,,,NA
611,133,133,Ryan,Cruickshanks,26,OCTOBER,1821,"1 Latch Road, Belhaven, Dunbar",M,Jake,Cruickshanks,MASTER,Ellen,Anderson,,22,JULY,1809,"Belhaven Dunbar ",,SYNTHETIC DATA PRODUCED USING VALIPOP,611,611,428,425,611,133,425,428,196,,,,,,,,NA
613,146,146,Alexander,Drake,23,JUNE,1821,"1 Fineview Place, Maybole, South Ayrshire",M,Ashan,Drake,LABOURER AT GARDEN WORK,Olivia,Anderson,,27,OCTOBER,1818,"Maybole South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,613,613,466,479,613,146,479,466,202,223,,,,,,,NA
617,145,145,Connor,Grant,9,NOVEMBER,1822,"1 Ladywell Road, Maybole, South Ayrshire",M,Nico,Grant,SCHOLAR,Jessica,Anderson,HOUSE MAID,7,FEBRUARY,1820,,,SYNTHETIC DATA PRODUCED USING VALIPOP,617,617,414,503,617,145,503,414,208,,,,,,,,NA
619,127,127,Aron,Mcbain,15,SEPTEMBER,1823,"1 Glencraig Place, Croc, North Ayrshire",M,Ashley,Mcbain,TINSMITH EMPLOYING 4 MEN & 2 BOYS,Isabelle,Drake,TAPE WORKER,9,DECEMBER,1805,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,619,619,400,351,619,127,351,400,,,,,,,,,NA
621,133,133,Kojo,Cruickshanks,14,MARCH,1823,"1 Latch Road, Belhaven, Dunbar",M,Jake,Cruickshanks,MASTER,Ellen,Anderson,,22,JULY,1809,"Belhaven Dunbar ",,SYNTHETIC DATA PRODUCED USING VALIPOP,621,621,428,425,621,133,425,428,209,,,,,,,,NA
623,150,150,Thomas,Anderson,27,AUGUST,1823,"576 Rathad an Duin, Na h-Eileanan Siar",M,Jordan,Anderson,FISHERMAN'S SON,Kayleigh,Henry,MILLINER,19,APRIL,1823,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,623,623,450,515,623,150,515,450,,,,,,,,,NA
633,154,154,Aaron,Mullen,3,AUGUST,1825,"12 Bank Street, Greenlaw Station House, Greenlaw",M,Cameron,Mullen,CARTER,Amy-jo,Cruickshanks,,20,JULY,1824,"Greenlaw Station House Greenlaw ",,SYNTHETIC DATA PRODUCED USING VALIPOP,633,633,518,431,633,154,431,518,183,197,,,,,,,NA
639,143,143,Joshua,Mcbain,17,JUNE,1826,"574 Rathad an Duin, Na h-Eileanan Siar",M,Michael,Mcbain,PASTRY BAKER,Abigail,Jones,AG LAB,11,SEPTEMBER,1820,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,639,639,458,405,639,143,405,458,195,,,,,,,,NA
641,152,152,Lee,Black,16,JANUARY,1827,"569 Rathad an Duin, Na h-Eileanan Siar",M,Charlie,Black,,Jessica,Anderson,HOUSE MAID,11,MARCH,1823,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,641,641,414,521,641,152,521,414,,,,,,,,,NA
643,143,143,Samuel,Mcbain,25,DECEMBER,1827,"574 Rathad an Duin, Na h-Eileanan Siar",M,Michael,Mcbain,PASTRY BAKER,Abigail,Jones,,11,SEPTEMBER,1820,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,643,643,458,405,643,143,405,458,204,,,,,,,,NA
645,153,153,Jack,Anderson,9,JUNE,1827,"2 Park Terrace, Croc, North Ayrshire",M,Shane,Anderson,GROCERS SHOPMAN,Megan,Henry,SEMPSTRESS,18,JANUARY,1823,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,645,645,482,459,645,153,459,482,207,,,,,,,,NA
649,159,159,Joshua,Jones,6,FEBRUARY,1828,"2 Gearra Mor, Na h-Eileanan Siar",M,Sam,Jones,RAILWAY PORTER,Francesca,Powell,HOUSE MAID,15,JUNE,1824,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,649,649,508,517,649,159,517,508,,,,,,,,,NA
651,138,138,Ambrose,Cruickshanks,27,JULY,1829,"1 Kethers Street, Braedale, North Lanarkshire",M,Jake,Cruickshanks,MASTER,Mia,Drake,,2,SEPTEMBER,1816,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,651,651,412,425,651,138,425,412,199,,,,,,,,NA
653,144,144,Mitchell,Drake,5,APRIL,1829,"575 Rathad an Duin, Na h-Eileanan Siar",M,Luke,Drake,MILLWRIGHT,Alexandra,Henry,AGR LABOU,16,SEPTEMBER,1818,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,653,653,456,489,653,144,489,456,,,,,,,,,NA
655,160,160,Thomas,Kidd,12,JUNE,1829,"1 Aithernie Drive, Thomsford, Fife",M,Kieran,Kidd,LABOURER,Alisha,Grant,LACE TAMBOURER,28,NOVEMBER,1824,"Thomsford Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,655,655,464,439,655,160,439,464,191,,,,,,,,NA
657,158,158,Joshua,Anderson,14,OCTOBER,1829,"1 Lagrannoch Drive, Braeleny Farm, Stirling",M,Jack,Anderson,GENERAL LAW CLERK,Sian,Powell,,13,JULY,1826,"Braeleny Farm Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,657,657,500,485,657,158,485,500,216,,,,,,,,NA
659,161,161,Andrew,Perrie,18,FEBRUARY,1829,"577 Rathad an Duin, Na h-Eileanan Siar",M,Joseph,Perrie,PATIENT,Chelsea,Anderson,HOUSE MAID,20,NOVEMBER,1824,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,659,659,524,505,659,161,505,524,219,253,,,,,,,NA
661,154,154,Mohammad,Mullen,8,NOVEMBER,1830,"12 Bank Street, Greenlaw Station House, Greenlaw",M,Cameron,Mullen,CARTER,Amy-jo,Cruickshanks,AG LAB,20,JULY,1824,"Greenlaw Station House Greenlaw ",,SYNTHETIC DATA PRODUCED USING VALIPOP,661,661,518,431,661,154,431,518,213,,,,,,,,NA
663,148,148,Alexander,Drake,24,JANUARY,1831,"1 Rowan Road, Soroba, Oban",M,George,Drake,STUDENT OF MEDICINE,Sarah,Anderson,DRESS MAKER,1,MARCH,1823,"Soroba Oban ",,SYNTHETIC DATA PRODUCED USING VALIPOP,663,663,408,519,663,148,519,408,248,,,,,,,,NA
665,139,139,Joshua,Mullen,26,DECEMBER,1831,"1 Bankhead, Pulteneytown, Wick",M,Max,Mullen,OVERSEER,Rachel,Perrie,,18,FEBRUARY,1815,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,665,665,410,471,665,139,471,410,240,,,,,,,,NA
667,144,144,Robert,Drake,26,AUGUST,1831,"575 Rathad an Duin, Na h-Eileanan Siar",M,Luke,Drake,MILLWRIGHT,Alexandra,Henry,AGR LABOU,16,SEPTEMBER,1818,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,667,667,456,489,667,144,489,456,,,,,,,,,NA
669,153,153,Joseph,Anderson,28,APRIL,1831,"2 Park Terrace, Croc, North Ayrshire",M,Shane,Anderson,GROCERS SHOPMAN,Megan,Henry,SEMPSTRESS,18,JANUARY,1823,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,669,669,482,459,669,153,459,482,205,,,,,,,,NA
671,163,163,Benjamin,Cruickshanks,11,JULY,1831,"1 East Drive, Thomsford, Fife",M,Joshua,Cruickshanks,PLOUGHMAN,Clare,Jones,,25,JUNE,1840,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,671,671,504,487,671,163,487,504,210,215,,,,,,,NA
673,164,164,Fergus,Cruickshanks,6,JUNE,1831,"578 Rathad an Duin, Na h-Eileanan Siar",M,Patrick,Cruickshanks,CLERK TO WOOD YARD,Emilie,Mullen,DOMESTIC SERVANT,25,DECEMBER,1827,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,673,673,526,541,673,164,541,526,233,,,,,,,,NA
675,165,165,Dylan,Anderson,26,MARCH,1831,"1 Bail Ur, Highland",M,Bradley,Anderson,MASON,Harriet,Cruickshanks,SCHOLAR,4,AUGUST,1829,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,675,675,558,531,675,165,531,558,,,,,,,,,NA
689,158,158,Thomas,Anderson,20,APRIL,1834,"1 Lagrannoch Drive, Braeleny Farm, Stirling",M,Jack,Anderson,PRINTWORK CALICO MACHINE PRINTER JOURNEYMAN,Sian,Powell,CARDER,13,JULY,1826,"Braeleny Farm Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,689,689,500,485,689,158,485,500,212,,,,,,,,NA
691,154,154,Sam,Mullen,28,DECEMBER,1834,"12 Bank Street, Greenlaw Station House, Greenlaw",M,Cameron,Mullen,VETERINARY SURGEON,Amy-jo,Cruickshanks,AG LAB,20,JULY,1824,"Greenlaw Station House Greenlaw ",,SYNTHETIC DATA PRODUCED USING VALIPOP,691,691,518,431,691,154,431,518,229,,,,,,,,NA
693,169,169,Nicholas,Black,25,JULY,1834,"1 Common Road, Cellardyke, Fife",M,Levi,Black,FISHERMAN,Amy,Grant,PRINTFIELD WORKER,1,MAY,1832,"Cellardyke Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,693,693,542,529,693,169,529,542,211,,,,,,,,NA
695,143,143,Sean,Mcbain,10,MARCH,1835,"574 Rathad an Duin, Na h-Eileanan Siar",M,Michael,Mcbain,SPIRIT DEALER,Abigail,Jones,,11,SEPTEMBER,1820,,,SYNTHETIC DATA PRODUCED USING VALIPOP,695,695,458,405,695,143,405,458,218,,,,,,,,NA
697,158,158,Harrison,Anderson,22,FEBRUARY,1835,"1 Lagrannoch Drive, Braeleny Farm, Stirling",M,Jack,Anderson,PRINTWORK CALICO MACHINE PRINTER JOURNEYMAN,Sian,Powell,CARDER,13,JULY,1826,"Braeleny Farm Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,697,697,500,485,697,158,485,500,222,225,,,,,,,NA
699,168,168,Luke,Anderson,15,MAY,1835,"1 Hillside Terrace, Croc, North Ayrshire",M,Charlie,Anderson,STATIONARY BOOK BINDER,Chloe,Perrie,FARMER'S DAUR,20,SEPTEMBER,1830,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,699,699,546,535,699,168,535,546,227,232,,,,,,,NA
707,172,172,Alexander,Grant,9,OCTOBER,1836,"2 East Drive, Thomsford, Fife",M,Dominic,Grant,WAITER,Abigail,Perrie,,19,FEBRUARY,1833,"Thomsford Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,707,707,548,533,707,172,533,548,,,,,,,,,NA
709,144,144,Aaron,Drake,19,AUGUST,1837,"575 Rathad an Duin, Na h-Eileanan Siar",M,Luke,Drake,LABOURER,Alexandra,Henry,,16,SEPTEMBER,1818,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,709,709,456,489,709,144,489,456,214,,,,,,,,NA
711,164,164,Edward,Cruickshanks,11,JUNE,1837,"578 Rathad an Duin, Na h-Eileanan Siar",M,Patrick,Cruickshanks,CLERK TO WOOD YARD,Emilie,Mullen,DOMESTIC SERVANT,25,DECEMBER,1827,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,711,711,526,541,711,164,541,526,237,,,,,,,,NA
713,175,175,Alexander,Cruickshanks,17,FEBRUARY,1837,"8 Gearra Mor, Na h-Eileanan Siar",M,Jason,Cruickshanks,COMMERCIAL CL,Sophie,Perrie,DOM SER,20,FEBRUARY,1835,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,713,713,534,553,713,175,553,534,243,,,,,,,,NA
715,169,169,Jack,Black,28,JANUARY,1837,"1 Common Road, Cellardyke, Fife",M,Levi,Black,FISHERMAN,Amy,Grant,PRINTFIELD WORKER,1,MAY,1832,"Cellardyke Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,715,715,542,529,715,169,529,542,217,230,,,,,,,NA
717,165,165,Kieran,Anderson,8,JUNE,1837,"1 Bail Ur, Highland",M,Bradley,Anderson,MASON,Harriet,Cruickshanks,,4,AUGUST,1829,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,717,717,558,531,717,165,531,558,252,,,,,,,,NA
721,159,159,Cori,Jones,6,NOVEMBER,1838,"2 Gearra Mor, Na h-Eileanan Siar",M,Sam,Jones,LABOURER,Francesca,Powell,HAWKER,15,JUNE,1824,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,721,721,508,517,721,159,517,508,,,,,,,,,NA
723,161,161,Jonathan,Perrie,17,FEBRUARY,1838,"577 Rathad an Duin, Na h-Eileanan Siar",M,Joseph,Perrie,AG LABOUR,Chelsea,Anderson,,20,NOVEMBER,1824,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,723,723,524,505,723,161,505,524,250,,,,,,,,NA
725,165,165,Innes,Anderson,11,SEPTEMBER,1838,"1 Bail Ur, Highland",M,Bradley,Anderson,MASON,Harriet,Cruickshanks,,4,AUGUST,1829,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,725,725,558,531,725,165,531,558,,,,,,,,,NA
733,171,171,Martin,Grant,25,MARCH,1840,"571 Rathad an Duin, Na h-Eileanan Siar",M,Ryan,Grant,LABOURER,Amy,Cruickshanks,COOK & C,5,MARCH,1833,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,733,733,552,569,733,171,569,552,238,,,,,,,,NA
735,179,179,Elliot,Cruickshanks,1,JANUARY,1840,"9 Gearra Mor, Na h-Eileanan Siar",M,Luke,Cruickshanks,SAILOR,Emma,Mcbain,DOMESTIC SERV,8,NOVEMBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,735,735,576,585,735,179,585,576,220,,,,,,,,NA
737,143,143,Richard,Mcbain,10,JUNE,1841,"574 Rathad an Duin, Na h-Eileanan Siar",M,Michael,Mcbain,PLASTERER,Abigail,Jones,,11,SEPTEMBER,1820,,,SYNTHETIC DATA PRODUCED USING VALIPOP,737,737,458,405,737,143,405,458,234,,,,,,,,NA
739,161,161,Maximillian,Perrie,5,DECEMBER,1841,"577 Rathad an Duin, Na h-Eileanan Siar",M,Joseph,Perrie,AG LABOUR,Chelsea,Anderson,,20,NOVEMBER,1824,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,739,739,524,505,739,161,505,524,245,,,,,,,,NA
741,167,167,Harry,Jones,4,JANUARY,1841,"7 Gearra Mor, Na h-Eileanan Siar",M,Matthew,Jones,LABOURER,Sabrina,Henry,,13,DECEMBER,1830,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,741,741,544,509,741,167,509,544,226,,,,,,,,NA
743,165,165,Liam,Anderson,21,MARCH,1841,"1 Bail Ur, Highland",M,Bradley,Anderson,PORTER SPIRIT CELLAR,Harriet,Cruickshanks,,4,AUGUST,1829,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,743,743,558,531,743,165,531,558,231,254,,,,,,,NA
745,182,182,Reece,Mcbain,29,MAY,1841,"10 Gearra Mor, Na h-Eileanan Siar",M,Christopher,Mcbain,PLOUGHMAN,Chloe,Cruickshanks,GENERAL SERVANT,10,OCTOBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,745,745,596,557,745,182,557,596,,,,,,,,,NA
749,183,183,Brandon,Mullen,17,AUGUST,1842,"123 Lagrannoch Drive, Braeleny Farm, Stirling",M,Aaron,Mullen,SCHOLAR,Jodie,Anderson,SERV,8,NOVEMBER,1841,"Braeleny Farm Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,749,749,532,633,749,183,633,532,,,,,,,,,NA
751,181,181,Toby,Drake,7,JULY,1842,"1 Bracklinn Road, Drumardoch Farm, Callander",M,Ashan,Drake,LABOURER (GAS HOUSE),Amy,Grant,FARMARS WIFE,21,JULY,1840,"Drumardoch Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,751,751,542,479,751,181,479,542,236,,,,,,,,NA
