ID,forename(s) of deceased,surname of deceased,occupation,marital status,sex,name of spouse,spouse's occ,day,month,year,address,age at death,father's forename,father's surname,father's occupation,if father deceased,mother's forename,mother's maiden surname,mother's occupation,if mother deceased,death code A,death code B,death code C,notes1,Birth,mar,DECEASED_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,SPOUSE_IDENTITY,BIRTH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,SPOUSE_MARRIAGE_RECORD_IDENTITY,SPOUSE_BIRTH_RECORD_IDENTITY,IMMIGRANT_GENERATION
391,Robert,Drake,WRIGHT,W,M,Sarah Cruickshanks,HOUSEHOLD SERV,23,MARCH,1859,"35 Station Road, Drumardoch Farm, Callander",75,Antony,Drake,,D,Milena,Black,,D,R54.01,I50.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,391,113,391,258,243,354,391,81,243,258,113,354,NA
409,Adam,Drake,COTTON WEAVER,B,M,,,6,APRIL,1861,"1 Mill Way, Brora, Highland",73,Brett,Drake,,D,Rebecca,Mullen,,D,A09.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,409,,409,244,263,,409,94,263,244,,,NA
411,Nathan,Kidd,COTTON WEAVER,W,M,Belinda Anderson,,22,DECEMBER,1861,"1 Vorlich Crescent, Braeleny Farm, Stirling",74,Ben,Kidd,,D,Ashleigh,Drake,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,411,149,411,256,249,434,411,83,249,256,149,434,NA
413,Alexander,Drake,FARMER,B,M,,,14,OCTOBER,1861,"5 Gearra Mor, Na h-Eileanan Siar",74,Antony,Drake,,D,Milena,Black,,D,R09.10,,,SYNTHETIC DATA PRODUCED USING VALIPOP,413,,413,258,243,,413,81,243,258,,,NA
425,Jake,Cruickshanks,GROUND OFFICER & FAR OF 4 AC,R,M,Mia Drake,YARN WINDER,15,OCTOBER,1858,"1 Latch Road, Belhaven, Dunbar",68,Joseph,Cruickshanks,,D,Danielle,Strang,,D,M34.90,I50.01,,SYNTHETIC DATA PRODUCED USING VALIPOP,425,138,425,236,221,412,425,80,221,236,138,412,NA
427,Logan,Cruickshanks,CHELSEA PENSIONER,W,M,Nichola Cruickshanks,RETIRED AG LAB,4,JUNE,1875,"1 Brunton Park, Manse, Scottish Borders",84,Niall,Cruickshanks,,D,Shannon,Drake,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,427,142,427,282,283,406,427,96,283,282,142,406,NA
441,Karandeep,Anderson,FARMER OF 4 ACRES,W,M,Jodie Hamilton,DOMESTIC SERV,16,DECEMBER,1877,"1 Old Bridge End, Scaurs, Jedburgh",84,Lewis,Anderson,,D,Holly,Strang,,D,R54.05,,,SYNTHETIC DATA PRODUCED USING VALIPOP,441,129,441,306,273,338,441,91,273,306,129,338,NA
443,Warren,Mullen,PLOUGHMAN,B,M,,,3,JANUARY,1877,"408 Fullarton Drive, Troon, South Ayrshire",83,Ryan,Mullen,,D,Emily,Powell,,D,R54.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,443,,443,352,323,,443,103,323,352,,,NA
451,Callum,Grant,AG LAB,W,M,Grace Drake,SEAMSTRESS,11,APRIL,1861,"1 East Forth Street, Cellardyke, Fife",66,Jack,Grant,,D,Dannielle,Henry,,D,J11.10,J18.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,451,132,451,328,309,376,451,107,309,328,132,376,NA
457,Sean,Anderson,FARMER OF 16 ACRES,W,M,Sarah Perrie,,16,JULY,1864,"2 The Croft, The Holmes, Scottish Borders",67,Lewis,Anderson,,D,Holly,Strang,,D,C80.99,,,SYNTHETIC DATA PRODUCED USING VALIPOP,457,155,457,306,273,460,457,91,273,306,155,460,NA
459,Shane,Anderson,SHAWL WEAVER,M,M,Megan Henry,CROFTER'S WIFE,23,APRIL,1864,"2 Park Terrace, Croc, North Ayrshire",67,Thomas,Anderson,,D,Jodie,Hamilton,,D,R52.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,459,153,459,338,339,482,459,108,339,338,153,482,NA
479,Ashan,Drake,FARMER OF 27 ACRES ARRABLE 3 LAB,R,M,Amy Grant,DOMESTIC SERV,14,MAY,1858,"1 Bracklinn Road, Drumardoch Farm, Callander",57,Calum,Drake,,D,Sarah,Kidd,,D,J42.00,R54.05,,SYNTHETIC DATA PRODUCED USING VALIPOP,479,181,479,304,301,542,479,98,301,304,181,542,NA
481,Rhys,Mullen,WEAVER AGENT & COTTON WEAVER EMPLOY 18 WORKERS,M,M,Jackie Jones,,21,FEBRUARY,1871,"5 Roxburgh Road, Pulteneytown, Wick",71,Ryan,Mullen,,D,Chloe,Mccann,,D,R53.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,481,140,481,330,325,452,481,110,325,330,140,452,NA
487,Joshua,Cruickshanks,GARDENER (MASTER),R,M,Clare Jones,FORMERLY COOK,27,AUGUST,1873,"1 Braeview, South Broomage, Stenhousemuir",72,Benjamin,Cruickshanks,,D,Tallulah,Mcbain,,D,J42.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,487,163,487,374,367,504,487,114,367,374,163,504,NA
489,Luke,Drake,FORMERLY A SHEPHERD,W,M,Alexandra Henry,,16,MARCH,1876,"575 Rathad an Duin, Na h-Eileanan Siar",74,Cory,Drake,,D,Anisa,Mcbain,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,489,144,489,386,361,456,489,116,361,386,144,456,NA
491,William,Cruickshanks,RETIRED OUT DOOR LAB,W,M,Jade Black,HOUSE KEEPER,11,FEBRUARY,1876,"1 Dunnet Avenue, Pulteneytown, Wick",74,Aaron,Cruickshanks,,D,Katharine,Kidd,,D,J45.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,491,151,491,390,387,388,491,118,387,390,151,388,NA
505,Joseph,Perrie,LATE SEAMAN,M,M,Chelsea Anderson,HOUSE KEEPER,6,JUNE,1868,"577 Rathad an Duin, Na h-Eileanan Siar",64,Samuel,Perrie,,D,Stacey,Black,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,505,161,505,342,321,524,505,109,321,342,161,524,NA
507,Dale,Perrie,AG LABOURER,W,M,Zoe Mullen,HOUSEMAID,16,JUNE,1870,"2 Milfield Gardens, Scaurs, Jedburgh",66,Suhel,Perrie,,D,Emma,Anderson,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,507,173,507,356,353,520,507,122,353,356,173,520,NA
509,Matthew,Jones,STOKER AT RAILWAY STATION,M,M,Sabrina Henry,MASON WIFE,15,AUGUST,1879,"7 Gearra Mor, Na h-Eileanan Siar",75,Rhys,Jones,,D,Alexandra,Drake,,D,G93.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,509,167,509,326,311,544,509,101,311,326,167,544,NA
511,Reuben,Anderson,MILLER FLOUR,W,M,Sian Powell,,3,JANUARY,1861,"1 Beaconsfield Terrace Lane, West End, Hawick",55,Lewis,Anderson,,D,Holly,Strang,,D,J98.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,511,178,511,306,273,500,511,91,273,306,178,500,NA
513,Aaron,Black,PAUPER,W,M,Roisin Anderson,DOMESTIC FARM SERV,13,JUNE,1887,"4 Gearra Mor, Na h-Eileanan Siar",82,Aaron,Black,,D,Sarah,Mcbain,,D,I64.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,513,166,513,362,365,462,513,112,365,362,166,462,NA
515,Jordan,Anderson,RETIRED MILLAR,W,M,Kayleigh Henry,,5,MARCH,1889,"576 Rathad an Duin, Na h-Eileanan Siar",83,Jacob,Anderson,,D,Iman,Black,,D,I51.90,R60.91,,SYNTHETIC DATA PRODUCED USING VALIPOP,515,150,515,372,403,450,515,124,403,372,150,450,NA
517,Sam,Jones,BUILDER EMPLOYING 2 MEN,W,M,Francesca Powell,PAUPER FORMERLY MILL WORKS AT NET FACTORY,27,AUGUST,1881,"2 Gearra Mor, Na h-Eileanan Siar",75,Rhys,Jones,,D,Alexandra,Drake,,D,C80.94,R54.05,,SYNTHETIC DATA PRODUCED USING VALIPOP,517,159,517,326,311,508,517,101,311,326,159,508,NA
519,George,Drake,AG LAB,W,M,Sarah Anderson,FARMER'S WIFE,23,JULY,1890,"1 Rowan Road, Soroba, Oban",84,Robert,Drake,,D,Sarah,Cruickshanks,,D,R17.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,519,148,519,354,391,408,519,113,391,354,148,408,NA
521,Charlie,Black,FORMERLY DOMESTIC SERVANT,W,M,Jessica Anderson,PAUPER,12,AUGUST,1894,"569 Rathad an Duin, Na h-Eileanan Siar",88,Aaron,Black,,D,Sarah,Mcbain,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,521,152,521,362,365,414,521,112,365,362,152,414,NA
541,Patrick,Cruickshanks,PLOUGHMAN,M,M,Emilie Mullen,TAMBOURER,9,NOVEMBER,1872,"578 Rathad an Duin, Na h-Eileanan Siar",63,Leighton,Cruickshanks,,D,Roanne,Anderson,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,541,164,541,394,383,526,541,126,383,394,164,526,NA
551,Benjamin,Grant,SILK WEAVER,M,M,Catherine Anderson,,20,NOVEMBER,1860,"1 Milfield Gardens, Scaurs, Jedburgh",49,Callum,Grant,,,Grace,Drake,,D,F99.00,R53.03,,SYNTHETIC DATA PRODUCED USING VALIPOP,551,162,551,376,451,448,551,132,451,376,162,448,NA
553,Jason,Cruickshanks,FARMER OF 20 EMPL ACRES,W,M,Sophie Perrie,FARMER'S WIFE,2,AUGUST,1875,"8 Gearra Mor, Na h-Eileanan Siar",64,Jake,Cruickshanks,,D,Ellen,Anderson,,D,I51.90,K76.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,553,175,553,428,425,534,553,133,425,428,175,534,NA
557,Christopher,Mcbain,PAUPER (FORMERLY BLACKSMITH),M,M,Chloe Cruickshanks,GARDENER'S WIFE,9,JUNE,1882,"10 Gearra Mor, Na h-Eileanan Siar",70,Michael,Mcbain,,D,Charley,Black,,D,J11.10,,,SYNTHETIC DATA PRODUCED USING VALIPOP,557,182,557,424,405,596,557,136,405,424,182,596,NA
559,Nigel,Black,SHIP CARPENTER,M,M,,,22,JANUARY,1865,"568 Rathad an Duin, Na h-Eileanan Siar",51,Aaron,Black,,D,Sarah,Mcbain,,D,R09.10,R55.00,,SYNTHETIC DATA PRODUCED USING VALIPOP,559,,559,362,365,,559,112,365,362,,,NA
561,Jack,Mcbain,HOUSE CARPENTER,D,M,Charlotte Powell,W WEAVER,12,DECEMBER,1884,"1 Pilot Place, Broadhaven, Caithness",71,Ashley,Mcbain,,D,Isabelle,Drake,,D,K31.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,561,180,561,400,351,572,561,127,351,400,180,572,NA
567,William,Perrie,FARMER 12 ACRES,W,M,Hayley Cruickshanks,,11,JULY,1869,"1 Asquith Place, Milnwood, North Lanarkshire",53,Samuel,Perrie,,D,Stacey,Black,,D,G40.90,G93.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,567,185,567,342,321,582,567,109,321,342,185,582,NA
569,Ryan,Grant,CLERK,M,M,Amy Cruickshanks,,16,APRIL,1869,"571 Rathad an Duin, Na h-Eileanan Siar",53,Callum,Grant,,D,Grace,Drake,,D,A16.93,,,SYNTHETIC DATA PRODUCED USING VALIPOP,569,171,569,376,451,552,569,132,451,376,171,552,NA
571,John,Cruickshanks,FARMER OF 22I ACRES,W,M,Cari Powell,,26,JANUARY,1888,"579 Rathad an Duin, Na h-Eileanan Siar",72,Leighton,Cruickshanks,,D,Roanne,Anderson,,D,J45.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,571,174,571,394,383,538,571,126,383,394,174,538,NA
573,Conor,Cruickshanks,(FORMERLY) BUTLER,M,M,Georgia Mullen,CROFTER,14,JUNE,1888,"1 Gearra Mor, Na h-Eileanan Siar",72,Jake,Cruickshanks,,D,Mia,Drake,,D,R50.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,573,198,573,412,425,588,573,138,425,412,198,588,NA
575,Luke,Jones,DAY LABOURER,W,M,Charleigh Black,PIRN WINDER,17,NOVEMBER,1888,"1 The Glebe, Pulteneytown, Wick",72,Oluwatobi,Jones,,D,Alexandra,Perrie,,D,J45.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,575,203,575,426,423,678,575,135,423,426,203,678,NA
585,Luke,Cruickshanks,LABOURER,M,M,Emma Mcbain,FORMERLY SERVANT,18,AUGUST,1876,"9 Gearra Mor, Na h-Eileanan Siar",58,William,Cruickshanks,,D,Roanne,Anderson,,D,K56.60,,,SYNTHETIC DATA PRODUCED USING VALIPOP,585,179,585,394,491,576,585,,491,394,179,576,NA
587,Luis,Powell,BUTLER,R,M,Abbie Black,SPINSTER,2,JUNE,1878,"580 Rathad an Duin, Na h-Eileanan Siar",60,Patrick,Powell,,D,Jessica,Anderson,,D,I64.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,587,189,587,414,191,584,587,137,191,414,189,584,NA
589,Marley,Cruickshanks,FARMER OF 50 ACRES,W,M,Katie Perrie,SHEPHERD WIFE,11,JULY,1880,"1 Leith Walk, Pulteneytown, Wick",62,Jake,Cruickshanks,,D,Mia,Drake,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,589,192,589,412,425,550,589,138,425,412,192,550,NA
591,Callum,Perrie,PROPRIETOR OF HOUSES,M,M,Safiyah Cruickshanks,SICK NURSE,9,NOVEMBER,1896,"1 Burnflat Drive, West End, Scottish Borders",78,Samuel,Perrie,,D,Stacey,Black,,D,R53.03,R54.05,R68.85,SYNTHETIC DATA PRODUCED USING VALIPOP,591,201,591,342,321,626,591,109,321,342,201,626,NA
593,Michael,Cruickshanks,FARMER OF 68 ACRES EMPLOYING 2 LABOURERS & 1 BOY,W,M,Charlotte Perrie,,25,AUGUST,1896,"1 Hartrigge Crescent, Scaurs, Scottish Borders",77,Logan,Cruickshanks,,D,Nichola,Cruickshanks,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,593,190,593,406,427,586,593,142,427,406,190,586,NA
595,Callum,Jones,LABOURER AT HARBOUR,W,M,Elin Drake,,11,OCTOBER,1897,"1 Burnside Park, Perth and Kinross",79,Oluwatobi,Jones,,D,Alexandra,Perrie,,D,J40.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,595,193,595,426,423,620,595,135,423,426,193,620,NA
597,Edward,Mcbain,PAUPER FORMERLY MARKET GARDENER,W,M,Charlotte Powell,,15,SEPTEMBER,1900,"2 Pilot Place, Broadhaven, Caithness",82,Michael,Mcbain,,D,Abigail,Jones,,D,R53.03,R54.05,,SYNTHETIC DATA PRODUCED USING VALIPOP,597,186,597,458,405,572,597,143,405,458,186,572,NA
609,Josh,Grant,COAL MINER,M,M,Lydia Cruickshanks,MILL WORKER,31,DECEMBER,1863,"1 Birch Avenue, Southfield, Scottish Borders",42,Callum,Grant,,D,Grace,Drake,,D,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,609,200,609,376,451,652,609,132,451,376,200,652,NA
611,Ryan,Cruickshanks,AGR LABOURER,M,M,Abigail Perrie,FARMERS WIFE,15,APRIL,1868,"200 Clyde Drive, Milnwood, North Lanarkshire",46,Jake,Cruickshanks,,D,Ellen,Anderson,,D,R53.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,611,196,611,428,425,548,611,133,425,428,196,548,NA
613,Alexander,Drake,FARMER OF 42 ACRES,R,M,Louise Mcbain,DRESS MAKER,11,SEPTEMBER,1880,"1 St Molios Park, Croc, North Ayrshire",59,Ashan,Drake,,D,Olivia,Anderson,,D,N35.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,613,223,613,466,479,628,613,146,479,466,223,628,NA
617,Connor,Grant,PLOUGHMAN,M,M,Claire Powell,LABOURERS WIFE,5,FEBRUARY,1882,"1 Torrie Wyne, Fife",59,Nico,Grant,,D,Jessica,Anderson,,D,J42.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,617,208,617,414,503,638,617,145,503,414,208,638,NA
619,Aron,Mcbain,BOILER MAKER,B,M,,,29,AUGUST,1885,"1 Glencraig Place, Croc, North Ayrshire",61,Ashley,Mcbain,,D,Isabelle,Drake,,D,N05.94,,,SYNTHETIC DATA PRODUCED USING VALIPOP,619,,619,400,351,,619,127,351,400,,,NA
621,Kojo,Cruickshanks,WOOD MERCHANT & SAW MILLER,W,M,Rebecca Mcbain,LODGING HOUSE KEEPER,4,APRIL,1896,"33 Balquhidderock, Broomridge, Stirling",73,Jake,Cruickshanks,,D,Ellen,Anderson,,D,A16.96,,,SYNTHETIC DATA PRODUCED USING VALIPOP,621,209,621,428,425,618,621,133,425,428,209,618,NA
623,Thomas,Anderson,FLAX & WOOLLEN WEAVER & FARMER OF 5 ACRES,B,M,,,28,MAY,1898,"576 Rathad an Duin, Na h-Eileanan Siar",74,Jordan,Anderson,,D,Kayleigh,Henry,,D,K31.94,I50.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,623,,623,450,515,,623,150,515,450,,,NA
633,Aaron,Mullen,JOINER,W,M,Jemma Kidd,DOMESTIC SERVT,14,MARCH,1862,"123 Lagrannoch Drive, Braeleny Farm, Stirling",36,Cameron,Mullen,,D,Amy-jo,Cruickshanks,,,K30.00,K63.91,K65.90,SYNTHETIC DATA PRODUCED USING VALIPOP,633,197,633,518,431,622,633,154,431,518,197,622,NA
639,Joshua,Mcbain,CARTER,M,M,Natasha Perrie,LETTER CARRIER'S WIFE,26,JANUARY,1888,"1 Swanson Drive, Harden, Wick",61,Michael,Mcbain,,D,Abigail,Jones,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,639,195,639,458,405,662,639,143,405,458,195,662,NA
641,Lee,Black,LABOURER,B,M,,,3,MARCH,1876,"569 Rathad an Duin, Na h-Eileanan Siar",49,Charlie,Black,,,Jessica,Anderson,,D,A09.03,,,SYNTHETIC DATA PRODUCED USING VALIPOP,641,,641,414,521,,641,152,521,414,,,NA
643,Samuel,Mcbain,LABOURER,M,M,Grace Anderson,STOCKING KNITTER,25,MARCH,1897,"1 Miller Lane, Pulteneytown, Wick",69,Michael,Mcbain,,D,Abigail,Jones,,D,A46.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,643,204,643,458,405,700,643,143,405,458,204,700,NA
645,Jack,Anderson,COTTON WEAVER,W,M,Emma Cruickshanks,FORMERLY SERV,6,JULY,1898,"2 Hartrigge Crescent, Scaurs, Scottish Borders",71,Shane,Anderson,,D,Megan,Henry,,D,R68.85,R53.07,,SYNTHETIC DATA PRODUCED USING VALIPOP,645,207,645,482,459,640,645,153,459,482,207,640,NA
649,Joshua,Jones,R N C VOLUNTEERS,B,M,,,13,NOVEMBER,1872,"2 Gearra Mor, Na h-Eileanan Siar",44,Sam,Jones,,,Francesca,Powell,,,J85.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,649,,649,508,517,,649,159,517,508,,,NA
651,Ambrose,Cruickshanks,LABOURER,M,M,Isla Mullen,,18,OCTOBER,1888,"1 Carr Crescent, Crail, Fife",59,Jake,Cruickshanks,,D,Mia,Drake,,D,A16.91,,,SYNTHETIC DATA PRODUCED USING VALIPOP,651,199,651,412,425,658,651,138,425,412,199,658,NA
653,Mitchell,Drake,WOOLEN WEAVER,B,M,,,28,NOVEMBER,1891,"575 Rathad an Duin, Na h-Eileanan Siar",62,Luke,Drake,,D,Alexandra,Henry,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,653,,653,456,489,,653,144,489,456,,,NA
655,Thomas,Kidd,FARMER OF 13 ACRES,W,M,Amy-jo Cruickshanks,,19,AUGUST,1891,"2 Cowden Road, Perth and Kinross",62,Kieran,Kidd,,D,Alisha,Grant,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,655,191,655,464,439,518,655,160,439,464,191,518,NA
657,Joshua,Anderson,CARTER,W,M,Keira Anderson,,27,OCTOBER,1895,"1 Park Terrace, Croc, North Ayrshire",66,Jack,Anderson,,D,Sian,Powell,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,657,216,657,500,485,708,657,158,485,500,216,708,NA
659,Andrew,Perrie,RETIRED FARMER,R,M,Joanna Jones,WIFE,23,FEBRUARY,1895,"4 Pilot Place, Broadhaven, Caithness",66,Joseph,Perrie,,D,Chelsea,Anderson,,,R55.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,659,253,659,524,505,672,659,161,505,524,253,672,NA
661,Mohammad,Mullen,WEAVER,M,M,Amy Grant,,19,JULY,1882,"2 Swanson Drive, Harden, Wick",51,Cameron,Mullen,,D,Amy-jo,Cruickshanks,,D,I38.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,661,213,661,518,431,706,661,154,431,518,213,706,NA
663,Alexander,Drake,MASON,M,M,Georgia Drake,,14,DECEMBER,1885,"1 Ladylands Drive, Glenburn Hall, Jedburgh",54,George,Drake,,,Sarah,Anderson,,D,J18.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,663,248,663,408,519,818,663,148,519,408,248,818,NA
665,Joshua,Mullen,SCAVENGER,M,M,Lauren Mcbain,,29,JUNE,1893,"581 Rathad an Duin, Na h-Eileanan Siar",61,Max,Mullen,,D,Rachel,Perrie,,D,K30.00,A09.02,,SYNTHETIC DATA PRODUCED USING VALIPOP,665,240,665,410,471,806,665,139,471,410,240,806,NA
667,Robert,Drake,FARMER OF 254 ACRES EMPLOYING 7 LABOURERS & A BOY,B,M,,,24,AUGUST,1893,"575 Rathad an Duin, Na h-Eileanan Siar",61,Luke,Drake,,D,Alexandra,Henry,,D,J20.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,667,,667,456,489,,667,144,489,456,,,NA
669,Joseph,Anderson,JOURNEYMAN SHOEMAKER,W,M,Florence Anderson,BONNET KNITTER,20,OCTOBER,1896,"6 Gearra Mor, Na h-Eileanan Siar",65,Shane,Anderson,,D,Megan,Henry,,D,J40.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,669,205,669,482,459,686,669,153,459,482,205,686,NA
671,Benjamin,Cruickshanks,CARTER,W,M,Charley Anderson,COFFEE ROOM KEEPER,5,OCTOBER,1898,"1 Hebridean Gardens, Crieff, Perth and Kinross",67,Joshua,Cruickshanks,,D,Clare,Jones,,D,I64.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,671,215,671,504,487,670,671,163,487,504,215,670,NA
673,Fergus,Cruickshanks,RAILWAY STATION MASTER,W,M,Sophie Drake,BUTLER'S WIFE,26,OCTOBER,1898,"4 Swanson Drive, Harden, Wick",67,Patrick,Cruickshanks,,D,Emilie,Mullen,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,673,233,673,526,541,736,673,164,541,526,233,736,NA
675,Dylan,Anderson,WHITEFISHER,B,M,,,26,APRIL,1899,"1 The Glebe, Pulteneytown, Wick",68,Bradley,Anderson,,D,Harriet,Cruickshanks,,D,X59.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,675,,675,558,531,,675,165,531,558,,,NA
689,Thomas,Anderson,JOINER,M,M,Aimee Cruickshanks,COTTON BLEACHER,27,FEBRUARY,1866,"1 Riverside Drive, Pulteneytown, Caithness",31,Jack,Anderson,,D,Sian,Powell,,D,A16.93,,,SYNTHETIC DATA PRODUCED USING VALIPOP,689,212,689,500,485,750,689,158,485,500,212,750,NA
691,Sam,Mullen,CARTER,W,M,Lauren Cruickshanks,BOARDER,27,MAY,1883,"2 Banks Road, Caithness",48,Cameron,Mullen,,D,Amy-jo,Cruickshanks,,D,F10.20,I64.01,,SYNTHETIC DATA PRODUCED USING VALIPOP,691,229,691,518,431,760,691,154,431,518,229,760,NA
693,Nicholas,Black,TAILOR,M,M,Enya Mullen,DRESS MAKER,16,JANUARY,1890,"1 Fife Park, Northbank Farm Steadings, Fife",55,Levi,Black,,D,Amy,Grant,,D,X70.02,,,SYNTHETIC DATA PRODUCED USING VALIPOP,693,211,693,542,529,704,693,169,529,542,211,704,NA
695,Sean,Mcbain,AG LAB,W,M,Lauren Cruickshanks,,26,JUNE,1895,"1 West Park, Pulteneytown, Wick",60,Michael,Mcbain,,D,Abigail,Jones,,D,E14.00,R40.20,,SYNTHETIC DATA PRODUCED USING VALIPOP,695,218,695,458,405,712,695,143,405,458,218,712,NA
697,Harrison,Anderson,LAB IN COAL BOATS,R,M,Erin Cruickshanks,LABOURER'S WIFE,22,JANUARY,1896,"1 Banks Road, Caithness",60,Jack,Anderson,,D,Sian,Powell,,D,N28.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,697,225,697,500,485,718,697,158,485,500,225,718,NA
699,Luke,Anderson,HAMMERMAN,W,M,Kelsey Cruickshanks,DOMESTIC SERVANT,9,DECEMBER,1898,"1 Hillside Terrace, Croc, North Ayrshire",63,Charlie,Anderson,,D,Chloe,Perrie,,D,C80.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,699,232,699,546,535,746,699,168,535,546,232,746,NA
707,Alexander,Grant,MATE,B,M,,,14,MAY,1859,"200 Clyde Drive, Milnwood, North Lanarkshire",22,Dominic,Grant,,D,Abigail,Perrie,,,W74.00,,,SYNTHETIC DATA PRODUCED USING VALIPOP,707,,707,548,533,,707,172,533,548,,,NA
709,Aaron,Drake,STONE MASON,M,M,Anna Perrie,FUND HOLDER,7,OCTOBER,1896,"3 Swanson Drive, Harden, Wick",59,Luke,Drake,,D,Alexandra,Henry,,D,G83.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,709,214,709,456,489,674,709,144,489,456,214,674,NA
711,Edward,Cruickshanks,PAINTER,M,M,Naomi Black,LODGING HOUSE KEEPER,19,AUGUST,1901,"3 Pilot Place, Broadhaven, Caithness",64,Patrick,Cruickshanks,,D,Emilie,Mullen,,D,R99.01,,,SYNTHETIC DATA PRODUCED USING VALIPOP,711,237,711,526,541,724,711,164,541,526,237,724,NA
713,Alexander,Cruickshanks,HOUSE PROPRIETER,W,M,Chelsea Mcbain,,14,MAY,1906,"5 Swanson Drive, Harden, Wick",69,Jason,Cruickshanks,,D,Sophie,Perrie,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,713,243,713,534,553,702,713,175,553,534,243,702,NA
715,Jack,Black,POLICE OFFICER,W,M,Holly Powell,SISTER,10,MAY,1906,"1 Stoopshill Crescent, Dalry, North Ayrshire",69,Levi,Black,,D,Amy,Grant,,D,J11.10,J18.90,,SYNTHETIC DATA PRODUCED USING VALIPOP,715,230,715,542,529,698,715,169,529,542,230,698,NA
717,Kieran,Anderson,CROFTER OF 12 ACRES,W,M,Jessica Mullen,COTTON BLEACHER,26,APRIL,1909,"12 Gearra Mor, Na h-Eileanan Siar",71,Bradley,Anderson,,D,Harriet,Cruickshanks,,D,I51.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,717,252,717,558,531,870,717,165,531,558,252,870,NA
721,Cori,Jones,AG LAB,B,M,,,5,DECEMBER,1864,"2 Gearra Mor, Na h-Eileanan Siar",26,Sam,Jones,,,Francesca,Powell,,,G91.90,,,SYNTHETIC DATA PRODUCED USING VALIPOP,721,,721,508,517,,721,159,517,508,,,NA
723,Jonathan,Perrie,PLOUGHMAN,M,M,Emily Cruickshanks,STONE WARE MERCHANT WIFE,11,FEBRUARY,1878,"1 Baron's Well, Pulteneytown, Wick",39,Joseph,Perrie,,D,Chelsea,Anderson,,,N05.94,,,SYNTHETIC DATA PRODUCED USING VALIPOP,723,250,723,524,505,748,723,161,505,524,250,748,NA
